#,Lender Name,Done,Website,Contact Name,Linkedin Profile,Contact E-Mail,Contact Phone,Lender Type,CRE - Construction,CRE-Residential,CRE - Land,CRE - Office,CRE - Industrial,CRE - Hotel,CRE - Retail,CRE - Other,Real Estate,Aircraft,Art,Insurance Premium,Yacht,Sports,Fund - LP,Fund - NAV,Fund - GP,Fund - Mgmt Company,Fund - SCF,Other Financing (specify),Senior,Subbordinated,Recourse,Non-recourse,Based In,Geographic Coverage,"Lender Location (City, State, Country)",Note
270,Xcel Funding,,https://www.xcelfunding.com,Alejandra Myers,https://www.linkedin.com/company/xcelfunding,alejandra.myers@xcelfunding.com,+1 (561) 295-4848,Private Credit Fund,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,USA,Global,"New York, NY, USA",
271,Atlas Capital Advisors,,https://www.atlascapitaladvisors.com,Steven Smith,https://www.linkedin.com/company/atlascapitaladvisors,steven.smith@atlascapitaladvisors.com,+1 (818) 888-6085,Private Credit Fund,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,USA,Domestic (US),"California, USA",
272,Bastion Investment Group,,https://www.bastioninvestmentgroup.com,Victoria Johnson,https://www.linkedin.com/company/bastioninvestmentgroup,victoria.johnson@bastioninvestmentgroup.com,+1 (323) 430-4262,Private Credit Fund,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,USA,Global,"New York, NY, USA",
273,Crescent Capital,,https://www.crescentcapital.com,Mark Martinez,https://www.linkedin.com/company/crescentcapital,mark.martinez@crescentcapital.com,+1 (949) 350-1400,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,USA,Global,"New York, NY, USA",
274,Delta Partners,,https://www.deltapartners.com,Andrea Garcia,https://www.linkedin.com/company/deltapartners,andrea.garcia@deltapartners.com,+1 (858) 247-5011,Private Credit Fund,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,USA,International,"New York, NY, USA",
275,Orion Global Markets,,https://www.orionglobalmarkets.com,Brian Rodriguez,https://www.linkedin.com/company/orionglobalmarkets,brian.rodriguez@orionglobalmarkets.com,+1 (619) 686-2193,Global Asset Manager,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,USA,Global,"New York, NY, USA",
276,Prism Investment Solutions,,https://www.prisminvestmentsolutions.com,Carolina Lopez,https://www.linkedin.com/company/prisminvestmentsolutions,carolina.lopez@prisminvestmentsolutions.com,+1 (503) 666-7790,Global Asset Manager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,USA,International,"Greenwich, CT, USA",
277,Equinox Advisors,,https://www.equinoxadvisors.com,Kevin Hernandez,https://www.linkedin.com/company/equinoxadvisors,kevin.hernandez@equinoxadvisors.com,+1 (206) 844-4185,Private Credit Fund,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,USA,Global,"Miami, FL, USA",
278,Forge Asset Management,,https://www.forgeassetmanagement.com,Paula Gonzalez,https://www.linkedin.com/company/forgeassetmanagement,paula.gonzalez@forgeassetmanagement.com,+1 (404) 935-7291,Private Credit Fund,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,USA,International,"New York, NY, USA",
279,Granite Investments,,https://www.graniteinvestments.com,Jason Wilson,https://www.linkedin.com/company/graniteinvestments,jason.wilson@graniteinvestments.com,+1 (678) 706-7547,Private Credit Fund,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,USA,Domestic,USA,
280,Latitude Capital,,https://www.latitudecapital.com,Diana Anderson,https://www.linkedin.com/company/latitudecapital,diana.anderson@latitudecapital.com,+1 (770) 449-3417,Other Lender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,USA,Global,"Greenwich, CT, USA",
281,Horizon Capital Group,,https://www.horizoncapitalgroup.com,Ryan Taylor,https://www.linkedin.com/company/horizoncapitalgroup,ryan.taylor@horizoncapitalgroup.com,+1 (704) 871-1090,Private Credit Fund,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,USA,Global,"New York, NY, USA",
282,Quasar Global Advisors,,https://www.quasarglobaladvisors.com,Lucia Thompson,https://www.linkedin.com/company/quasarglobaladvisors,lucia.thompson@quasarglobaladvisors.com,+1 (919) 968-2746,Global Asset Manager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,Switzerland,Global,"Zurich, Switzerland",
283,Iron Credit Partners,,https://www.ironcreditpartners.com,Eric Brown,https://www.linkedin.com/company/ironcreditpartners,eric.brown@ironcreditpartners.com,+1 (202) 997-7965,Private Credit Fund,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,USA,Domestic,USA,
284,Jade Lending,,https://www.jadelending.com,Marina Davis,https://www.linkedin.com/company/jadelending,marina.davis@jadelending.com,+1 (301) 424-3881,Private Credit Fund,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,USA,Global,"Greenwich, CT, USA",
285,Sigma Mutual Insurance,,https://www.sigmamutualinsurance.com,Patrick Miller,https://www.linkedin.com/company/sigmamutualinsurance,patrick.miller@sigmamutualinsurance.com,+1 (571) 912-9486,Insurance Company,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Sweden,Global,"Stockholm, Sweden",
286,Apex Finance,,https://www.apexfinance.com,Teresa Moore,https://www.linkedin.com/company/apexfinance,teresa.moore@apexfinance.com,+1 (469) 675-1822,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,São Paulo,International,São Paulo,
287,Blackthorn Capital Management,,https://www.blackthorncapitalmanagement.com,George Jackson,https://www.linkedin.com/company/blackthorncapitalmanagement,george.jackson@blackthorncapitalmanagement.com,+1 (972) 770-5082,Private Credit Fund,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,USA,Global,"Greenwich, CT, USA",
288,Tempest Global Bank,,https://www.tempestglobalbank.com,Carmen Martin,https://www.linkedin.com/company/tempestglobalbank,carmen.martin@tempestglobalbank.com,+1 (281) 324-8478,Global Bank,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Netherlands,International,"Zeist, Netherlands",
289,Crestline Credit,,https://www.crestlinecredit.com,Edward Lee,https://www.linkedin.com/company/crestlinecredit,edward.lee@crestlinecredit.com,+1 (212) 336-8612,Private Credit Fund,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,USA,Global,"New York, NY, USA",
290,Denali Funding,,https://www.denalifunding.com,Adriana Perez,https://www.linkedin.com/company/denalifunding,adriana.perez@denalifunding.com,+1 (310) 883-9702,Private Credit Fund,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,USA,Global,"Palm Beach, FL, USA",
291,Smith Family Office,,https://www.smithfamilyoffice.com,Peter White,https://www.linkedin.com/company/smithfamilyoffice,peter.white@smithfamilyoffice.com,+1 (305) 772-6198,Family Office,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,USA,Domestic,USA,
292,Evergreen Capital Advisors,,https://www.evergreencapitaladvisors.com,Daniela Harris,https://www.linkedin.com/company/evergreencapitaladvisors,daniela.harris@evergreencapitaladvisors.com,+1 (312) 973-8251,Private Credit Fund,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,USA,Global,"New York, NY, USA",
293,Monarch Partners,,https://www.monarchpartners.com,Henry Clark,https://www.linkedin.com/company/monarchpartners,henry.clark@monarchpartners.com,+1 (415) 827-9270,Other Lender,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Arranger,0,0,0,0,Berlin,International,Berlin,
294,Unity Global Bank,,https://www.unityglobalbank.com,Fernanda Lewis,https://www.linkedin.com/company/unityglobalbank,fernanda.lewis@unityglobalbank.com,+1 (617) 636-9976,Global Bank,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Mexico,International,Ciudad de Mexico,
295,Capstone Bancorp,,https://www.capstonebancorp.com,Samuel Robinson,https://www.linkedin.com/company/capstonebancorp,samuel.robinson@capstonebancorp.com,+1 (713) 656-3607,Regional Bank,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"equipment finance, insurance-based lending, middle market soluciona & securities-based lending",1,0,1,1,USA,Domestic,"Pittsburg, PA",
296,Falcon Investment Group,,https://www.falconinvestmentgroup.com,Claudia Walker,https://www.linkedin.com/company/falconinvestmentgroup,claudia.walker@falconinvestmentgroup.com,+1 (214) 961-8777,Private Credit Fund,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"Project Finance, Small Business Lending, Tax Credit Investments",1,1,0,0,New York,Domestic,"New York, NY, USA",
297,Garrison Capital,,https://www.garrisoncapital.com,Alexander Young,https://www.linkedin.com/company/garrisoncapital,alexander.young@garrisoncapital.com,+1 (602) 660-5246,Private Credit Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,"Coral Gables, FL",International,"Miami, FL, USA",
298,Nomad Advisors,,https://www.nomadadvisors.com,Lorena Allen,https://www.linkedin.com/company/nomadadvisors,lorena.allen@nomadadvisors.com,+1 (480) 969-5050,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
299,Orion Asset Management,,https://www.orionassetmanagement.com,Philip King,https://www.linkedin.com/company/orionassetmanagement,philip.king@orionassetmanagement.com,+1 (520) 852-5543,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
300,Prism Investments,,https://www.prisminvestments.com,Mariana Wright,https://www.linkedin.com/company/prisminvestments,mariana.wright@prisminvestments.com,+1 (512) 984-9540,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
301,Quasar Capital Group,,https://www.quasarcapitalgroup.com,Antonio Scott,https://www.linkedin.com/company/quasarcapitalgroup,antonio.scott@quasarcapitalgroup.com,+1 (646) 696-4919,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
302,Raptor Credit Partners,,https://www.raptorcreditpartners.com,Silvia Torres,https://www.linkedin.com/company/raptorcreditpartners,silvia.torres@raptorcreditpartners.com,+1 (917) 481-8206,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
303,Sigma Lending,,https://www.sigmalending.com,Francisco Nguyen,https://www.linkedin.com/company/sigmalending,francisco.nguyen@sigmalending.com,+1 (347) 279-5681,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
304,Tempest Finance,,https://www.tempestfinance.com,Rosa Hill,https://www.linkedin.com/company/tempestfinance,rosa.hill@tempestfinance.com,+1 (786) 440-5451,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
305,Unity Capital Management,,https://www.unitycapitalmanagement.com,Miguel Flores,https://www.linkedin.com/company/unitycapitalmanagement,miguel.flores@unitycapitalmanagement.com,+1 (954) 543-6238,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
306,Vertex Credit,,https://www.vertexcredit.com,Sandra Green,https://www.linkedin.com/company/vertexcredit,sandra.green@vertexcredit.com,+1 (561) 753-2320,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
307,Wraith Funding,,https://www.wraithfunding.com,Rafael Adams,https://www.linkedin.com/company/wraithfunding,rafael.adams@wraithfunding.com,+1 (818) 341-3471,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
308,Xander Capital Advisors,,https://www.xandercapitaladvisors.com,Gloria Nelson,https://www.linkedin.com/company/xandercapitaladvisors,gloria.nelson@xandercapitaladvisors.com,+1 (323) 436-7275,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
309,Yonder Investment Group,,https://www.yonderinvestmentgroup.com,Luis Baker,https://www.linkedin.com/company/yonderinvestmentgroup,luis.baker@yonderinvestmentgroup.com,+1 (949) 910-3503,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
310,Zephyr Capital,,https://www.zephyrcapital.com,Raquel Hall,https://www.linkedin.com/company/zephyrcapital,raquel.hall@zephyrcapital.com,+1 (858) 923-4505,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
311,Astra Partners,,https://www.astrapartners.com,Arturo Rivera,https://www.linkedin.com/company/astrapartners,arturo.rivera@astrapartners.com,+1 (619) 265-7797,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
312,Blaze Advisors,,https://www.blazeadvisors.com,Pilar Campbell,https://www.linkedin.com/company/blazeadvisors,pilar.campbell@blazeadvisors.com,+1 (503) 617-6421,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
313,Cobalt Asset Management,,https://www.cobaltassetmanagement.com,Enrique Mitchell,https://www.linkedin.com/company/cobaltassetmanagement,enrique.mitchell@cobaltassetmanagement.com,+1 (206) 755-8633,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
314,Dusk Investments,,https://www.duskinvestments.com,Alicia Carter,https://www.linkedin.com/company/duskinvestments,alicia.carter@duskinvestments.com,+1 (404) 625-2020,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
315,Ember Capital Group,,https://www.embercapitalgroup.com,Fernando Roberts,https://www.linkedin.com/company/embercapitalgroup,fernando.roberts@embercapitalgroup.com,+1 (678) 411-7883,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
316,Flint Credit Partners,,https://www.flintcreditpartners.com,Beatriz Gomez,https://www.linkedin.com/company/flintcreditpartners,beatriz.gomez@flintcreditpartners.com,+1 (770) 598-1320,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
317,Glacier Lending,,https://www.glacierlending.com,Gerardo Phillips,https://www.linkedin.com/company/glacierlending,gerardo.phillips@glacierlending.com,+1 (704) 983-7232,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
318,Halo Finance,,https://www.halofinance.com,Veronica Evans,https://www.linkedin.com/company/halofinance,veronica.evans@halofinance.com,+1 (919) 688-1096,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
319,Indigo Capital Management,,https://www.indigocapitalmanagement.com,Hugo Turner,https://www.linkedin.com/company/indigocapitalmanagement,hugo.turner@indigocapitalmanagement.com,+1 (202) 560-5892,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
